Channel 0,Channel 1,Channel 2,Channel 3,
-0.25538242401671596,-0.23088576309964992,-0.2373322528146673,-0.25538242401671596,
-0.32178126808139496,-0.25957264233147725,-0.2582833443884738,-0.2911604419350624,
-0.2550600995309651,-0.23024111412814818,-0.23668760384316556,-0.2550600995309651,
-0.3233928905101493,-0.26086194027448073,-0.2579610199027229,-0.2914827664208133,
-0.2547377750452142,-0.22991878964239731,-0.2373322528146673,-0.2550600995309651,
-0.32371521499590017,-0.260217291302979,-0.2582833443884738,-0.2911604419350624,
-0.2547377750452142,-0.22927414067089558,-0.23604295487166382,-0.2547377750452142,
-0.32274824153864756,-0.260217291302979,-0.25763869541697204,-0.2914827664208133,
-0.2531261526164599,-0.2289518161851447,-0.23539830590016209,-0.2550600995309651,
-0.3246821884531528,-0.26150658924598247,-0.2589279933599755,-0.29180509090656415,
-0.25151453018770553,-0.22830716721364297,-0.23539830590016209,-0.2550600995309651,
-0.3253268374246545,-0.2611842647602316,-0.25860566887422465,-0.29180509090656415,
-0.2531261526164599,-0.22862949169939384,-0.23572063038591295,-0.2547377750452142,
-0.3262938108819071,-0.2621512382174842,-0.2589279933599755,-0.2911604419350624,
-0.2518368546734564,-0.22862949169939384,-0.23604295487166382,-0.2550600995309651,
-0.32597148639615625,-0.26182891373173334,-0.2579610199027229,-0.2911604419350624,
-0.2505475567304529,-0.22734019375639036,-0.23572063038591295,-0.25441545055946335,
-0.3256491619104054,-0.26182891373173334,-0.25860566887422465,-0.2911604419350624,
-0.25119220570195466,-0.22734019375639036,-0.23539830590016209,-0.2537708015879616,
-0.32500451293890364,-0.2621512382174842,-0.25860566887422465,-0.29180509090656415,
-0.25151453018770553,-0.2279848427278921,-0.23604295487166382,-0.2550600995309651,
-0.32693845985340886,-0.2624735627032351,-0.2589279933599755,-0.2924497398780659,
-0.25151453018770553,-0.2279848427278921,-0.23572063038591295,-0.25538242401671596,
-0.326616135367658,-0.2621512382174842,-0.2589279933599755,-0.29180509090656415,
-0.2505475567304529,-0.22766251824214123,-0.23604295487166382,-0.2547377750452142,
-0.3272607843391597,-0.26279588718898594,-0.2589279933599755,-0.29180509090656415,
-0.2518368546734564,-0.2279848427278921,-0.23604295487166382,-0.2540931260737125,
-0.3262938108819071,-0.2621512382174842,-0.25860566887422465,-0.29180509090656415,
-0.2508698812162038,-0.22766251824214123,-0.23604295487166382,-0.2547377750452142,
-0.3275831088249106,-0.2634405361604877,-0.2589279933599755,-0.292127415392315,
-0.2508698812162038,-0.22669554478488863,-0.23572063038591295,-0.25441545055946335,
-0.3272607843391597,-0.2631182116747368,-0.2592503178457264,-0.29180509090656415,
-0.24958058327320032,-0.2260508958133869,-0.23507598141441122,-0.25344847710221075,
-0.32790543331066146,-0.26279588718898594,-0.25763869541697204,-0.2914827664208133,
-0.24893593430169858,-0.22669554478488863,-0.23572063038591295,-0.2537708015879616,
-0.32790543331066146,-0.2634405361604877,-0.2592503178457264,-0.29180509090656415,
-0.24893593430169858,-0.2260508958133869,-0.23507598141441122,-0.2540931260737125,
-0.32790543331066146,-0.26279588718898594,-0.2582833443884738,-0.2911604419350624,
-0.24958058327320032,-0.22637322029913776,-0.23539830590016209,-0.2540931260737125,
-0.32822775779641233,-0.2631182116747368,-0.25860566887422465,-0.292127415392315,
-0.24958058327320032,-0.22637322029913776,-0.23507598141441122,-0.25441545055946335,
-0.3298393802251667,-0.2640851851319894,-0.25957264233147725,-0.2924497398780659,
-0.24829128533019684,-0.22572857132763602,-0.23539830590016209,-0.2540931260737125,
-0.32822775779641233,-0.2634405361604877,-0.2592503178457264,-0.29180509090656415,
-0.25248150364495814,-0.22830716721364297,-0.23700992832891643,-0.2550600995309651,
-0.3243598639674019,-0.26182891373173334,-0.2579610199027229,-0.2914827664208133,
-0.25344847710221075,-0.22766251824214123,-0.23700992832891643,-0.25441545055946335,
-0.32500451293890364,-0.2624735627032351,-0.25860566887422465,-0.2924497398780659,
-0.25344847710221075,-0.22766251824214123,-0.2363652793574147,-0.2550600995309651,
-0.32597148639615625,-0.2624735627032351,-0.25860566887422465,-0.292127415392315,
-0.25215917915920727,-0.22766251824214123,-0.23668760384316556,-0.2547377750452142,
-0.32597148639615625,-0.2634405361604877,-0.25860566887422465,-0.29277206436381675,
-0.252803828130709,-0.22766251824214123,-0.23668760384316556,-0.2557047485024668,
-0.32693845985340886,-0.2634405361604877,-0.2589279933599755,-0.2924497398780659,
-0.25119220570195466,-0.22734019375639036,-0.2363652793574147,-0.25441545055946335,
-0.326616135367658,-0.2631182116747368,-0.2582833443884738,-0.292127415392315,
-0.2518368546734564,-0.2270178692706395,-0.2363652793574147,-0.25441545055946335,
-0.3262938108819071,-0.2624735627032351,-0.25860566887422465,-0.292127415392315,
-0.2508698812162038,-0.22669554478488863,-0.2363652793574147,-0.2550600995309651,
-0.326616135367658,-0.26472983410349116,-0.2589279933599755,-0.29277206436381675,
-0.25119220570195466,-0.2260508958133869,-0.23668760384316556,-0.2547377750452142,
-0.32693845985340886,-0.26376286064623855,-0.25860566887422465,-0.29180509090656415,
-0.2508698812162038,-0.22669554478488863,-0.23604295487166382,-0.2540931260737125,
-0.32693845985340886,-0.26376286064623855,-0.25860566887422465,-0.29180509090656415,
-0.2505475567304529,-0.2260508958133869,-0.23668760384316556,-0.2531261526164599,
-0.32822775779641233,-0.26472983410349116,-0.2592503178457264,-0.2924497398780659,
-0.2508698812162038,-0.22572857132763602,-0.2363652793574147,-0.2540931260737125,
-0.3275831088249106,-0.2644075096177403,-0.2592503178457264,-0.2924497398780659,
-0.2499029077589512,-0.22508392235613428,-0.2363652793574147,-0.2540931260737125,
-0.32790543331066146,-0.26472983410349116,-0.2589279933599755,-0.2930943888495676,
-0.25022523224470206,-0.2260508958133869,-0.23604295487166382,-0.2540931260737125,
-0.32822775779641233,-0.26472983410349116,-0.2592503178457264,-0.2930943888495676,
-0.2499029077589512,-0.22572857132763602,-0.23668760384316556,-0.2537708015879616,
-0.32822775779641233,-0.26472983410349116,-0.25860566887422465,-0.2924497398780659,
-0.24796896084444597,-0.22411694889888167,-0.23572063038591295,-0.2537708015879616,
-0.32919473125366494,-0.265052158589242,-0.2589279933599755,-0.29277206436381675,
-0.24796896084444597,-0.22411694889888167,-0.23572063038591295,-0.2537708015879616,
-0.3298393802251667,-0.26569680756074376,-0.2589279933599755,-0.2924497398780659,
-0.24829128533019684,-0.2247615978703834,-0.23572063038591295,-0.2540931260737125,
-0.32919473125366494,-0.26569680756074376,-0.2592503178457264,-0.2934167133353185,
-0.2486136098159477,-0.22443927338463254,-0.2363652793574147,-0.2537708015879616,
-0.3298393802251667,-0.26569680756074376,-0.2592503178457264,-0.2930943888495676,
-0.24829128533019684,-0.22443927338463254,-0.23507598141441122,-0.2537708015879616,
-0.33112867816817015,-0.26666378101799637,-0.2589279933599755,-0.29277206436381675,
-0.24732431187294424,-0.22411694889888167,-0.23604295487166382,-0.2537708015879616,
-0.33112867816817015,-0.26666378101799637,-0.2592503178457264,-0.292127415392315,
-0.24635733841569163,-0.22347229992737994,-0.23604295487166382,-0.2537708015879616,
-0.3308063536824193,-0.2663414565322455,-0.2582833443884738,-0.2924497398780659,
-0.24700198738719337,-0.2237946244131308,-0.23572063038591295,-0.2531261526164599,
-0.3304840291966684,-0.26569680756074376,-0.2589279933599755,-0.2930943888495676,
-0.24603501392994076,-0.22347229992737994,-0.23539830590016209,-0.2531261526164599,
-0.33209565162542276,-0.26698610550374724,-0.25957264233147725,-0.29180509090656415,
-0.24474571598693728,-0.22218300198437646,-0.23475365692866035,-0.25344847710221075,
